date,season,game_id,name,home_club_name,away_club_name,own_position,round,own_goals,opponent_goals,is_win,is_draw,is_lose,own_manager_name,hosting
2023-02-16,2022,3956712,europa-league,Ajax Amsterdam,1.FC Union Berlin,-1,intermediate stage 1st leg,0,0,0,1,0,Johnny Heitinga,Home
2023-02-19,2022,3852682,eredivisie,Ajax Amsterdam,Sparta Rotterdam,2,22. Matchday,4,0,1,0,0,Johnny Heitinga,Home
2023-02-23,2022,3956720,europa-league,1.FC Union Berlin,Ajax Amsterdam,-1,intermediate stage 2nd leg,1,3,0,0,1,Johnny Heitinga,Away
2023-02-26,2022,3852708,eredivisie,Vitesse Arnhem,Ajax Amsterdam,2,23. Matchday,2,1,1,0,0,Johnny Heitinga,Away
2023-03-02,2022,4025322,toto-knvb-beker,De Graafschap Doetinchem,Ajax Amsterdam,-1,Quarter-Finals,3,0,1,0,0,Johnny Heitinga,Away
2023-03-05,2022,3852709,eredivisie,Ajax Amsterdam,NEC Nijmegen,2,24. Matchday,1,0,1,0,0,Johnny Heitinga,Home
2023-03-12,2022,3852725,eredivisie,SC Heerenveen,Ajax Amsterdam,2,25. Matchday,4,2,1,0,0,Johnny Heitinga,Away
2023-03-19,2022,3852727,eredivisie,Ajax Amsterdam,Feyenoord Rotterdam,2,26. Matchday,2,3,0,0,1,Johnny Heitinga,Home
2023-04-02,2022,3852740,eredivisie,Go Ahead Eagles,Ajax Amsterdam,2,27. Matchday,0,0,0,1,0,Johnny Heitinga,Away
2023-04-05,2022,4035609,toto-knvb-beker,Feyenoord Rotterdam,Ajax Amsterdam,-1,Semi-Finals,2,1,1,0,0,Johnny Heitinga,Away
2023-04-09,2022,3852745,eredivisie,Ajax Amsterdam,Fortuna Sittard,2,28. Matchday,4,0,1,0,0,Johnny Heitinga,Home
2023-04-16,2022,3852754,eredivisie,Ajax Amsterdam,FC Emmen,2,29. Matchday,3,1,1,0,0,Johnny Heitinga,Home
2023-04-23,2022,3852769,eredivisie,PSV Eindhoven,Ajax Amsterdam,3,30. Matchday,0,3,0,0,1,Johnny Heitinga,Away
2023-04-30,2022,4056454,toto-knvb-beker,Ajax Amsterdam,PSV Eindhoven,-1,Final,3,4,0,0,1,Johnny Heitinga,Home
2023-05-06,2022,3852772,eredivisie,Ajax Amsterdam,AZ Alkmaar,3,31. Matchday,0,0,0,1,0,Johnny Heitinga,Home
2023-05-14,2022,3852782,eredivisie,FC Groningen,Ajax Amsterdam,3,32. Matchday,3,2,1,0,0,Johnny Heitinga,Away
2023-05-21,2022,3852790,eredivisie,Ajax Amsterdam,FC Utrecht,3,33. Matchday,3,1,1,0,0,Johnny Heitinga,Home
2023-05-28,2022,3852805,eredivisie,Twente Enschede FC,Ajax Amsterdam,3,34. Matchday,1,3,0,0,1,Johnny Heitinga,Away
